F (vij);prediction_trainig;F_ref;nirK2;ppx;ppk;nirS1;nirS3;nifH;pqqC;phoX;mmoX;naglu;nirK3;sga
1;training;0.25;-0.28613916;-0.196446706;-0.000721984;0.030466432;-0.031986948;0.106839632;-0.006684092;0.015407296;-0.049766878;-0.174289269;-0.005144706;-0.016895902
1;prediction;0.25;-0.006933405;-0.170386697;3.50E-05;-0.185121308;-0.050426111;-0.109863145;-1.98E-05;0.003678811;-0.039066557;-0.166798195;-0.028526639;-0.001184994
1;training;0.25;0.100624262;-0.255770162;-0.000899355;0.022595819;-0.031202626;-0.109863145;0.019195586;0.005754393;-0.06850183;-0.002033644;-0.023736703;-0.001184916
1;training;0.5;-0.008104622;0.090394173;0.000103839;-0.007745581;0.020619767;-0.038634093;1.92E-14;-0.003312235;0.006271806;0.155671488;-0.00758856;4.84E-05
1;training;0.5;-0.082076227;-0.121661939;-0.000527294;-0.048571544;-0.047091342;-5.51E-07;0;0.000863569;-0.008914568;-0.100865891;-0.000152544;-0.001836527
0;prediction;0.5;-0.124327506;0.02260585;-0.000201049;-0.012153428;0.002769475;-0.086989253;1.04E-05;-0.003548712;0.010154357;0.138619813;-0.012588563;-0.001086883
0;training;0.75;-0.268256818;0.09907708;0.000965276;-0.28303651;0.030270305;0;-0.019215385;-0.003852564;0.05471394;-0.201650591;-0.004790016;-7.82E-08
0;training;0.25;0.093063118;-0.104726966;0.000374746;0.011192932;0.004850066;-0.07819883;-1.04E-05;0.003968133;0.011272369;-0.154884519;-0.000111592;-3.43E-05
1;training;0.5;-0.011568127;0.046483023;0.000738301;0.160466349;0.032083453;1.08E-08;-2.04E-14;0.002447149;0.019887791;0.023994682;0.000717362;0.000371624
1;prediction;0.25;0.019527236;0.041455917;-3.27E-06;0.019681609;0.018083675;0.023979507;0.000147653;-0.01487412;0.012705947;-0.025315691;-0.004611043;-0.003100693
1;training;0.75;0.073395565;0.106621435;-0.000158136;0.236720933;0.059680736;0.004245897;4.27E-08;0.013273401;0.001207871;0.058266343;5.52E-05;1.56E-07
0;training;0.5;-0.012060005;0.117462774;-0.167248267;-0.05107247;0.024346543;-0.000590656;-6.05E-09;-0.00047499;0.033477067;-0.076935685;-0.012517502;1.91E-06
0;training;0.25;-0.237038004;-0.114102112;0.106004087;-0.012750484;-0.026224261;0.009397539;0;-0.004550978;-0.019122995;0.106080729;0.000574812;-0.01495121
0;prediction;0.25;-0.213734068;0.121404374;0.239087187;-0.089741454;-0.033713477;-0.029548648;0.012281697;-0.019836777;-0.004906825;0.120506113;0.008016138;-4.37E-07
1;training;0.25;0.150225496;0.028116864;-7.34E-05;-0.141478734;0.000150287;-0.021287356;1.87E-06;0.000804342;0.174835419;0.111142343;0.00243682;0.000517081
1;training;0.5;-0.206631235;0.005185396;5.21E-06;0.123395334;-0.037090673;0.022183172;-1.87E-06;-0.001949594;-0.013098033;-0.146598539;-0.003123275;-0.00051708
1;training;0.25;-0.062699352;-0.075856284;0.000323767;-8.97E-05;-0.042126414;-0.132617899;-4.30E-12;0.044327857;-0.028703436;-0.06526979;-0.152628309;-0.000589052
1;prediction;0.5;0.116521666;0.088766621;-8.31E-05;0.222591664;-0.017068974;-5.32E-10;-9.21E-06;0.022142467;0.000787426;0.066646315;0.141591039;0.028402225
1;training;0.5;-0.046693697;0.0495008;5.85E-05;0.003052362;0.016335423;0.023979507;0.000147663;-0.014050957;0.036239152;-0.062014471;0.007739275;-0.001623768
1;training;0.5;-0.018886143;-0.060562082;0.000421374;-0.001953937;0.015982983;-0.000577887;-3.61E-08;0.000803572;-0.023769921;-0.090407882;-0.014038878;-0.001674903
1;training;0.25;-0.206386099;-0.003546763;-9.55E-05;-0.335754513;-0.019053725;-0.002133328;2.41E-10;0.002909438;0.199082743;0.209549765;-4.13E-08;1.66E-05
1;prediction;0.5;0.295434412;-0.185556731;-0.000858738;0.079574352;-0.078541784;-0.002074384;-2.44E-15;0.018992691;-0.078030323;0.009723528;1.06E-08;-9.36E-14
1;training;0.25;-0.096386768;-0.178624573;-0.000513663;0.057577672;-0.021861994;0.105479438;-0.019991388;-0.001415128;-0.040589775;-0.144902133;0.009003485;-0.005320118
0;training;0.75;0.262037201;0.27639821;-2.04E-05;-0.013788181;0.029750405;5.88E-09;0.229135569;-5.90E-05;0.138928511;0.113470956;-0.008128453;0.14528509
1;training;0.75;-0.016993798;0.129833268;-9.05E-05;-0.02315887;-0.013756895;-2.82E-05;-2.35E-11;-0.001244957;-0.002503378;0.033672637;0.000142983;-7.48E-09
1;prediction;0.5;-0.05255006;-0.132646761;-0.000506397;-0.027149535;-0.024570499;-5.51E-07;0;-0.002069132;-0.028976837;-0.125846038;-0.000150688;-0.001836589
1;training;0.25;0.171856165;0.079347015;-1.04E-05;0.137980195;-0.004456638;-0.000704102;0;0.021473496;0.023057249;0.113024794;0.000755362;0.00037166
1;training;0.5;-0.250188069;0.018128875;0.001171942;-0.331805596;0.026960501;9.23E-13;2.41E-10;-0.006600081;0.035849638;0.152654181;-0.0009789;-2.77E-05
1;training;0.25;0.17203121;0.049773045;-0.000553542;-0.094490331;-0.009982016;-0.065344885;3.44E-05;0.003120896;0.009794172;0.210735134;0.00030672;0.001774006
0;prediction;0.5;-0.023108057;0.088753117;0.000112019;-0.003089523;0.030877319;-0.007000714;4.18E-08;0.082527334;0.001607663;0.125143162;0.0003872;4.19E-06
0;training;0.25;-0.28639997;-0.191042373;0.000369638;-0.023822022;-0.025255273;-0.224434245;-4.30E-12;0.038471312;-0.019956637;-0.269197539;-0.177688204;-0.000592302
0;training;0.5;0.277351184;0.217786145;-0.000461953;-0.01617418;-0.018288904;-0.000124477;0.229135618;0.00138889;0.018768562;0.159849712;-0.006459068;0.145284769
0;training;0.75;0.224959462;-0.13523806;0.00015086;0.010929463;-0.119865249;0.191247203;0.171729858;-0.041570577;0.021898093;0.097848175;0.003673876;-3.38E-05
1;prediction;0.25;0.20566919;0.125324147;0.000186207;0.135902124;0.027423929;0.201774634;-2.00E-15;-0.002880703;0.030078035;0.08754458;0.000280632;0.000116376
1;training;0.5;0.079501229;0.043101937;0.000440642;0.026005852;0.021184067;1.62E-08;2.71E-07;0.00210073;0.01463948;0.089311086;0.001476167;2.83E-10
1;training;0.5;0.248751495;0.039652645;-8.31E-05;-0.002586581;-0.008873822;-0.002074384;-2.22E-15;0.019117771;-0.001328226;0.110015554;0.002796602;0.013094776
1;training;0.5;0.078622195;0.036298037;-0.000313121;0.004535248;-0.030975004;-0.093847364;-7.99E-15;0.060563365;-0.032566124;-0.074174169;0.044393016;-2.66E-09
0;prediction;0.5;-0.158469811;-0.043158158;7.50E-06;0.065997944;0.037964785;0.000704113;0;-0.021010021;0.010555943;-0.024886907;-8.03E-08;1.73E-08
1;training;0.5;-0.041521386;-0.169484451;0.000109784;0.00419313;0.012729533;0.007007674;-9.13E-07;-0.014469333;-0.005950468;-0.14012437;-0.01371634;-0.002787855
0;training;0.75;-0.2227497;-0.237337002;0.000512329;-0.007604025;0.009873516;0.000514402;-2.80E-06;-0.006621612;-0.018765159;-0.256536959;-7.39E-05;-0.003609543
1;training;0.5;-0.033631142;0.064690799;0.000197525;0.287183499;0.050109379;0.011450086;1.24E-07;0.292676352;0.047417001;0.293726507;0.003911256;2.91E-06
1;prediction;0.25;-0.280665027;-0.128367719;0.000163493;-0.069549804;-0.028302215;2.22E-05;-9.39E-05;-0.023921356;-0.009642802;-0.173788959;-1.46E-05;-0.000549689
1;training;0.5;0.005895831;-0.043705176;7.07E-05;0.138305444;-0.014597519;3.22E-15;0;0.203681424;-0.050573936;0.118107664;0.000767331;-4.42E-05
0;training;0.5;-0.123733151;-0.070774903;9.24E-05;-0.131287089;-0.001184786;-1.64E-08;2.00E-15;-0.011085073;-0.021330559;-0.254226688;-0.00420389;-4.25E-08
1;training;0.25;0.053566619;-0.183171249;2.66E-05;-0.00264199;-0.014793697;0.013137821;-0.084304074;-0.001824444;-0.050399185;-0.196819881;-0.001333142;-0.007291793
0;prediction;0.25;-0.170796963;-0.039009271;-0.000118695;-0.069495062;0.008899533;6.71E-05;0.001792218;-0.005030196;0.002965721;-0.108207971;-0.045674672;-0.020611723
1;training;0.5;0.054625327;0.04239455;-9.90E-06;0.022537503;0.006984229;3.85E-13;-9.96E-14;-0.011172277;-0.039028392;0.073610607;0.000349043;-4.17E-05
1;training;0.5;0.237575321;0.0494287;0.000211563;-0.020945931;0.007319172;0.011325603;1.21E-07;0.002118054;0.020754398;0.198501874;-0.004293453;9.42E-06
1;training;0.75;-0.042607472;0.062274886;-0.000174252;-0.169803444;-0.007242258;-8.13E-05;2.04E-14;-0.003607191;0.024663344;0.006231582;-0.011504778;-5.30E-08
0;prediction;0.25;-0.002790978;0.142431613;0.238623528;-0.022235294;-0.03846884;-0.036894556;0.229135621;-0.00200765;-0.006236958;0.200529707;0.00172975;0.14528368
1;training;0.25;-0.052712202;0.122231684;0.000339458;-0.004807632;0.111300096;-0.068573889;-0.001357447;-0.001528749;0.051581745;-0.023728525;-0.028078756;0.001818089
1;training;0.75;0.052841423;-0.034320488;2.92E-05;0.023617629;-0.009938085;0.022153246;0;0.003698663;0.0216193;-0.071468398;0.007637526;1.58E-08
1;training;0.25;-0.329639461;0.185454644;-0.000121148;-0.137826621;0.099689452;-0.198777666;-0.17172986;0.024477247;-0.025060792;-0.161825175;-0.004879398;-1.16E-07
0;prediction;0.25;0.26946126;0.191671915;-0.000391461;0.201677132;0.019950866;0.224946907;4.10E-12;-0.035709057;0.014760784;0.208329681;0.177688208;0.000592302
1;training;0.25;-0.023217401;-0.034847242;-8.28E-05;0.138135511;-0.037522853;2.03E-07;0;-0.001106108;-0.031371875;-0.10355696;0.000232085;-8.29E-06
1;training;0.75;-0.046418084;0.150168557;-0.000211283;-0.044980057;-0.009171869;0;2.22E-16;-0.002706264;-0.01129472;0.061772631;0.000186466;-3.16E-09
1;training;0.25;-0.225857032;-0.090192119;0.000150596;-0.05386688;-0.026545135;-0.207400724;1.09E-10;0.041381794;-0.010856783;-0.188620482;-0.177646308;-0.000591915
0;prediction;0.5;0.116015335;-0.108501665;-0.188669303;0.222905725;0.01507454;1.98E-05;-1.78E-05;-0.166369307;0.011850022;-0.082712269;-0.000855729;-7.45E-05
1;training;0.75;-0.043501362;-0.049223761;9.14E-05;0.042526197;0.001497328;1.08E-08;-2.22E-16;0.000883209;0.009317282;0.007724685;0.000568879;0.000371677
1;training;0.25;-0.048123059;0.147327826;-6.06E-05;0.071187945;0.023359191;1.51E-08;0;-0.001166026;0.15048655;0.197252471;0.004202326;4.72E-08
0;training;0.5;-0.045176814;-0.039237419;0.000151064;-0.000893209;0.002659098;-0.14044495;-1.02E-14;-6.95E-05;0.006007442;-0.03646643;-0.012882867;-0.001121241
1;prediction;0.75;-0.028946843;0.268931923;-6.49E-07;-0.07383365;0.029406841;-3.22E-15;1.00E-07;-0.000855514;0.070186734;0.029606128;-3.66E-05;0.001853178
1;training;0.25;-0.009317389;-0.097727849;0.239134389;-0.150969432;-0.030084189;-0.036894562;1.87E-06;-0.00020124;-0.015160681;0.153370463;0.003111825;0.000515671
0;training;0.75;-0.083347655;0.0732104;9.70E-05;-0.104384657;0.010447293;0.000221485;-3.13E-13;-0.007296243;0.061519982;0.005270964;-4.75E-05;-2.85E-07
1;training;0.25;0.012200062;0.219224623;-0.000530509;-0.114060182;-0.038125325;-0.000496459;0.000126848;0.000251931;0.031778371;0.136413773;0.012607703;0.000962629
0;prediction;0.5;-0.103574035;-0.015113414;0.000419137;0.05996261;0.016127286;0.021287356;-9.58E-13;0.000448743;-0.150340375;-0.055845272;-1.70E-05;-3.14E-07
1;training;0.75;-0.039168206;-0.087890721;4.37E-05;-0.001628233;0.012849334;-0.053696655;0;-6.11E-05;0.006304987;-0.157542989;-0.017232046;-3.20E-06
1;training;0.25;0.231609934;0.02376487;-0.000510986;0.023785623;-0.020521121;-0.000433102;0;0.006322419;-0.024283383;0.133972348;0.011542774;1.06E-07
1;training;0.25;0.004976751;0.16074889;-0.000294401;-0.120637029;0.08673915;-0.20085205;-0.171729442;0.044461944;-0.014994008;-0.082642658;-0.004337396;0.037131221
0;prediction;0.5;0.080045821;0.069022037;-0.239221968;-0.000436553;0.054690666;0.036894359;0;0.00285913;0.039119766;-0.13585481;-0.000237885;1.00E-06
1;training;0.5;-0.061926094;-0.159657177;-0.000263006;-0.022872671;-0.052770913;-0.00586257;-1.92E-08;0.006337675;-0.027338301;0.113869529;-0.002497782;-0.001430412
1;training;0.75;-0.230375795;-0.18631959;0.00034244;0.010463656;0.024302888;0.000124483;-2.80E-06;-0.003048599;-0.018659916;-0.14062876;0.008130818;-0.003609222
1;training;0.5;0.063691669;-0.245614144;0.000225382;0.104846229;0.021804485;9.83E-09;-0.000126848;-9.76E-05;-0.034618095;-0.196135878;-0.016610511;-0.000962628
1;prediction;0.75;0.053569382;0.024444078;4.46E-06;0.042788052;0.005214635;0;0;0.000554789;0.004065662;0.167161417;0.044700203;-2.37E-07
1;training;0.5;0.020418069;0.160734695;2.50E-05;0.009016763;0.013264425;0.095927232;-6.05E-09;-0.001939962;0.023464939;0.022034827;0.141769556;0.002632406
0;training;0.75;0.040906133;0.102607074;-0.238744384;0.000343172;0.055130429;0.036813262;0;0.000647134;0.049394146;-0.058744144;-0.011526878;1.30E-06
1;training;0.25;-0.235142732;-0.088062704;-0.000565883;0.026196833;-0.050272146;0;4.79E-08;0.0005971;-0.133257641;-0.036043888;0.009765286;-3.94E-05
1;prediction;0.5;-0.023097987;-0.021365418;-0.000755684;-0.060606602;0.021560604;2.68E-09;-0.000963559;-0.000251342;-0.039040514;-0.035129251;0.015653792;4.29E-05
0;training;0.75;-0.017873654;-0.029698181;0.000125712;-0.006207327;-0.007775946;-1.52E-05;-2.22E-16;0.01821625;0.001424732;-0.071346682;-0.000555175;0.000159536
1;training;0.25;-0.055875994;-0.11663878;-0.000538943;-0.031076937;-0.03396159;-0.043288483;0;-0.003193074;-0.011782729;-0.054850656;1.27E-06;-7.42E-07
1;training;0.25;-0.300875291;0.080547314;0.337318726;-0.093050465;0.177701127;0.001024944;2.44E-15;0.317021091;0.310295078;0.130718669;-0.002317763;-1.80E-10
1;prediction;0.5;0.047740901;-0.125393049;0.000129959;0.00897062;0.014745776;0.093847348;7.99E-15;-0.056934058;-0.001571059;-3.80E-05;-0.00336679;-4.66E-08
0;training;0.25;0.170629172;-0.120635974;0.00076224;0.024738021;0.014591454;-0.000130159;-6.85E-09;0.01078276;-0.005330463;0.128329918;-5.21E-05;-0.000380032
1;training;0.75;-0.058984029;0.020036038;-0.000115164;0.002901578;-0.02511025;0.065307318;-6.50E-10;-0.020579284;0.006126593;-0.004820665;0.010506123;-2.78E-05
1;training;0.25;-0.090874812;-0.009115681;0.239285753;-0.002979627;-0.013874012;0.044016713;1.35E-12;-0.001832521;-0.017021165;0.134846374;4.00E-06;-1.21E-06
0;prediction;0.5;-0.050310654;0.273729331;0.000355891;0.017039525;0.032173733;0.003783652;0.001180864;-0.027866626;0.02848798;0.230442998;0.044512094;0.000182441
1;training;0.25;-0.018592964;-0.198532147;0.000351597;0.000312653;-0.036179284;-0.224948647;-4.30E-12;0.045355283;-0.062072126;-0.040218477;-0.176920877;-0.000592302
0;training;0.5;-0.157724846;0.068754416;0.00025493;0.009844145;0.0018452;0.009569206;-2.22E-16;0.000128018;0.033429499;0.161706531;0.00085489;-0.001078065
0;training;0.25;-0.072486406;0.003228171;4.24E-05;-0.042352317;0.007712083;0.016632527;0.018810576;0.030753671;0.003288391;-0.067159542;-0.044182102;0.005137677
0;prediction;0.75;-0.083238555;0.000476691;0.000340963;0.18512587;0.026144749;0.000235038;0;0.25347199;0.064401024;-0.001567622;0.000172643;-0.000175565
0;training;0.5;0.005473316;-0.092490605;0.00010117;0.003443714;-0.097951352;0.067386397;0.001357405;0.000539105;-0.047877603;-0.080868827;0.001671144;-0.001656403
0;training;0.25;-0.222112786;-0.093387242;0.000229002;-0.022649913;-0.005746603;0.009577346;-6.05E-08;-0.0043527;-0.011065602;4.66E-05;-0.044820382;-0.020613525
0;training;0.5;-0.147768171;0.046041644;0.00025347;-0.254854597;0.036302887;2.58E-07;-6.44E-15;-0.070409032;0.004331797;-0.118706598;-0.000355433;-1.07E-10
1;prediction;0.5;0.202977119;-0.086448474;0.000214156;0.006298926;-0.0195649;-0.074911962;-1.78E-09;0.021181971;-0.028313878;0.044145844;-0.01145786;-5.66E-06
1;training;0.5;-0.12404186;0.108570243;0.000183567;0.091593149;0.045652817;5.32E-10;1.78E-05;0.271527728;0.042563701;0.18787069;0.00085849;6.77E-05
0;training;0.25;0.073783408;0.121981319;-0.000116322;0.097744135;0.006131246;-0.039788384;6.05E-08;0.024293168;0.117837978;0.216227475;0.045712922;0.020613524
1;training;0.25;0.046159455;-0.068885786;-0.000212313;0.208996993;-0.015840983;0;-1.23E-13;0.003698055;-0.033729027;-0.013268535;0.000529861;2.16E-07
1;prediction;0.5;-0.104212851;0.01669177;0.000234312;0.008499;0.013807534;0.028045742;1.92E-08;-0.007532154;0.044585742;-0.280008474;0.002387912;-0.000193356
1;training;0.75;0.174272544;0.113574659;-0.000379935;-0.007760819;-0.034467308;-0.009604847;2.80E-06;0.003113876;0.010586877;0.084779124;-0.001131622;0.003575643
1;training;0.75;-0.047641876;0.001180776;0.000237869;0.01407038;-0.023066268;0.092330741;0;0.00319953;0.041983046;0.007496243;0.024924232;-2.73E-05
1;training;0.5;-0.111455689;0.093040556;0.000105563;0.022305618;-0.001543185;0.016595656;-1.05E-07;-0.007210023;0.003330709;-0.346279474;-0.001409033;0.001420673
1;prediction;0.75;0.140418346;-0.229854847;-8.17E-05;0.009582027;-0.013312559;-0.055871394;-0.048132707;0.000152832;-0.061118941;-0.085623237;-0.000134155;-0.017273347
0;training;0.75;-0.054013824;-0.082932516;6.50E-05;0.026689101;-0.003756173;0;-2.22E-16;0.002036923;-0.007646496;-0.056085197;-0.000182153;0.000159569
1;training;0.75;-0.046303531;-0.03039575;-0.000666434;-0.050529469;-0.014364229;-1.35E-08;-2.61E-07;0.0012882;-0.042584052;0.030941413;0.022568855;4.33E-05
1;training;0.25;-0.083037831;0.013716796;3.42E-05;0.090550911;0.017616158;0.141102942;1.95E-13;0.002610429;0.095506017;0.049786428;0.011871449;7.04E-07
0;prediction;0.75;0.163973011;0.178792778;0.000188685;0.005349848;0.049842354;0.157963151;4.75E-07;0.000389777;0.090757722;0.089716272;0.07745907;0.011278653
1;training;0.25;-0.035237477;-0.091306679;0.000147027;0.11486835;0.00317893;8.14E-06;-9.39E-05;-0.004410733;-0.039941864;-0.040164825;2.61E-05;0.000528394
0;training;0.75;-0.089313908;0.048789699;8.40E-05;-0.111707118;0.010657864;2.30E-14;0;-0.00391226;0.047539847;-0.148159249;-0.000767331;3.36E-10
1;training;0.5;-0.189160394;0.215977048;0.000137356;0.109802872;0.015782529;0.035094602;0.008352051;0.14889879;-0.01888577;0.079039179;8.56E-06;-4.42E-05
1;prediction;0.5;0.117625754;0.234200988;-7.62E-05;0.040958981;0.024781955;0.188302352;0.015383628;-0.007215784;0.022227595;0.141497953;0.000278672;3.68E-06
0;training;0.75;0.039259857;-0.025492392;-5.23E-05;-0.127928657;0.000843535;0;-1.92E-14;0.002733323;0.013532878;0.112583726;-0.000217593;-3.98E-05
1;training;0.75;0.035734637;-0.098084151;-0.000814771;0.007008173;-0.034882147;-2.62E-07;9.81E-09;0.00341303;-0.028573323;0.089844736;0.024047152;4.33E-05
1;training;0.5;0.147747358;-0.104237006;0.00011203;0.105749416;0.012708583;-4.61E-12;-6.84E-08;0.0005526;-0.055891538;0.082896703;0.041804016;-3.85E-05
1;prediction;0.75;0.031588744;0.004879225;0.000390005;-0.15062626;0.02504624;-8.13E-05;1.87E-06;0.000445894;0.034233465;0.094626319;-0.008415053;0.000516975
1;training;0.5;0.020221567;-0.219650146;0.000291329;-0.01104333;-0.009911395;-0.143062703;-1.22E-08;-0.001079115;-0.061350194;-0.263440252;-0.050816278;-3.53E-07
0;training;0.25;-0.047224184;0.142855859;5.64E-05;0.106634472;0.023111603;0.047196911;1.66E-05;0.000260046;0.010190868;0.113770416;0.000163175;3.64E-07
1;training;0.25;0.001640695;-0.079560177;0.000168032;0.257168332;0.004703769;0.038634093;-1.23E-13;0.003096867;0.009761254;-0.040197588;0.007827765;3.18E-08
0;prediction;0.5;-0.129443704;0.013548462;0.00027341;0.021063362;0.003714108;-0.052881629;4.60E-08;0.014216288;0.016563353;-0.030974974;-8.70E-06;-6.92E-09
1;training;0.25;0.1499153;-0.187795959;-0.000676439;-0.110531509;-0.047448842;-0.020416179;-0.01999144;-0.003195229;-0.021035588;-0.10729502;-0.000294122;-0.005320065
0;training;0.5;-0.030238533;0.034417894;0.000243177;0.135006899;0.015048172;0.01854535;0;0.203502891;0.008382744;0.048396476;0.000183574;-4.34E-05
0;training;0.25;-0.094597757;-0.152661718;0.105736986;-0.247507848;-0.041732044;-0.000179807;1.23E-13;-0.004061948;-0.03833987;-0.121994086;-0.00032159;-0.014951207
1;prediction;0.75;-0.027568467;0.022085161;0.000403242;-0.007983273;0.018392176;0.006926374;5.22E-15;-0.086357837;0.025724677;-0.031993952;-0.011352879;-9.65E-08
1;training;0.75;0.128459794;0.161600521;0.000450473;0.021916933;0.056620761;0.183660033;1.02E-14;0.002641117;0.03774558;0.124359289;0.012748357;0.001121983
1;training;0.25;-0.155903361;0.11958132;1.83E-06;0.083337869;0.051075679;0.009604846;2.43E-09;-0.000980403;0.16639408;0.054322869;0.001203922;3.39E-05
1;training;0.5;0.206810843;-0.069272271;0.000391979;0.046947246;0.013284477;-0.017547923;-1.13E-10;0.00407495;0.013145336;0.014124239;-4.19E-05;-3.84E-07
0;prediction;0.25;0.011910331;-0.159865074;-0.000191134;-0.230655954;-0.029963614;-0.109863145;-1.98E-05;0.001678485;-0.037924183;-0.156276572;-0.028526631;-0.001184973
1;training;0.5;0.327545337;-0.059973614;-0.000181058;0.121194242;0.001777132;-0.002074377;-2.44E-15;0.016242609;-0.055745428;0.088650671;0.000135667;3.06E-05
0;training;0.75;-0.18229823;-0.091921851;0.000609276;-0.007910918;0.016655723;0.009577346;-2.80E-06;-0.004412066;-0.01175135;0.058120204;0.00082259;-0.003609525
0;training;0.25;-0.126470403;0.046601127;7.03E-05;0.001081675;0.007715634;0.009577346;0;-0.004106545;0.003709835;0.214268433;0.00089216;-0.000159551
1;prediction;0.5;-0.064173955;0.025226425;0.001245536;-0.017191728;0.031911074;0.012170544;-2.22E-16;-0.001783961;0.017450317;-0.056654334;-0.000754241;-4.43E-05
1;training;0.75;-0.031053655;-0.12035717;-0.000264672;0.01194828;-0.023904931;3.85E-13;6.22E-15;-0.008796138;-0.031110765;0.029748732;0.00016895;1.07E-10
0;training;0.5;-0.228292411;0.183643089;-0.000205875;-0.012585082;0.047000373;0.037259708;-0.000591421;-0.013258637;0.023193834;-0.017856695;-0.006205619;0.004528673
1;training;0.75;-0.016084009;-0.057700992;-0.000246795;-0.004717062;-0.006855706;-0.077494253;1.88E-07;-0.005322101;-0.010918768;-0.094410408;-0.097733688;-0.002581606
1;prediction;0.25;0.139318748;0.152138391;-0.00021667;0.18107003;-0.008427103;-1.72E-06;-1.97E-13;0.006084368;-0.012925101;0.253819579;0.004203926;4.93E-08
1;training;0.25;0.139394317;-0.171115583;1.02E-05;0.055461621;0.004041176;-0.007337774;-0.012281697;0.014948752;-0.046619628;-0.042783685;-0.007990438;0.00107711
0;training;0.75;0.00394139;-0.192663218;-0.000345234;-0.003619112;-0.12719876;-0.027962948;0.001357447;0.001675495;-0.047572621;-0.012495772;-0.126059534;-0.002613906
1;training;0.5;0.148681361;-0.058049625;0.000741802;0.010873603;0.046709366;0.04059733;-1.22E-08;0.001562002;-0.023604614;-0.139080963;-0.038067921;0.00112163
0;prediction;0.5;-0.145645942;0.158314615;0.000307735;0.31615842;0.05168618;0.12534572;8.51E-09;0.282346035;0.049107623;0.217373213;0.033834289;0.000337433
1;training;0.75;0.175438776;0.067085655;-0.000506544;0.227930289;-0.035780813;3.69E-12;6.82E-08;0.007623714;-0.007842568;-0.157097831;0.003426135;2.19E-05
0;training;0.25;0;0;0;0;0;0;0;0;0;0;0;0
1;training;0.25;-0.069852753;-0.175401728;-9.71E-05;-0.069146535;-0.037007727;-0.224948647;-3.33E-12;0.04398654;-0.034501599;-0.095895943;-0.176980341;-0.000591988
0;prediction;0.75;0.002132171;-0.146660173;0.000191129;-0.056607005;-0.025790448;-0.043110397;-0.001273492;-0.001836716;-0.024914509;-0.146961445;-0.005024543;-0.022421909
0;training;0.5;-0.158054959;-0.014596569;7.77E-05;-0.093004158;-0.012736101;-0.07008444;2.00E-15;0.002807129;-0.02649186;-0.06073492;-7.32E-05;-8.50E-10
0;training;0.25;0.272516067;0.126371944;-0.23925537;0.024128795;0.034609308;0.03638016;0;0.006969553;0.025110763;0.075228204;1.59E-05;1.41E-06
1;training;0.25;-0.160224416;0.039072464;-9.39E-05;-0.209207289;-0.03091897;-0.021265156;-1.32E-14;-0.023393066;0.168768709;-0.098129826;-0.000690029;7.55E-15
1;prediction;0.5;-0.096712891;-0.125423626;0.000237195;-0.065828374;0.021278624;2.65E-07;-8.59E-06;-0.003685598;-0.026525838;-0.160577314;-0.142449538;-0.028476725
1;training;0.5;0.096736738;-0.142885973;-2.09E-05;0.112814251;0.011539386;8.13E-05;-6.84E-08;-7.64E-05;-0.03830849;-0.023606179;0.008116642;-3.84E-05
1;training;0.5;0.023479671;-0.106274198;-0.000425167;0.010509978;-0.032095045;-0.200586591;4.21E-08;0.016725851;0.013893645;0.166653555;0.026279762;0.00155852
1;training;0.5;-0.021051662;0.042527622;0.001084179;0.057867427;0.03918267;0;0.000963569;0.001256587;0.07374986;0.122092881;0.008393349;3.54E-07
1;prediction;0.75;-0.064968115;0.046090067;-0.000657676;-0.11479781;-0.054357256;-0.096537388;0.000126848;0.000793597;0.011602251;-0.022616165;-0.137473316;-0.001669777
1;training;0.5;0.021673498;0.112445934;-0.000278154;-0.033173044;0.00103655;0.017329631;1.13E-10;0.1350443;0.030805368;-0.024693626;-1.53E-05;3.87E-07
1;training;0.75;-0.088634352;0.006054078;0.000314168;0.005640026;0.032375226;0.188947858;0.015381165;-0.009266861;0.003762184;-0.038016151;0.000207542;-0.003605743
1;training;0.25;-0.009579037;0.026382468;0.239236116;-0.002332169;-0.023507169;0.146838871;1.02E-14;-0.000683536;-0.029696298;0.100304376;0.012867829;0.001120573
1;prediction;0.25;-0.275059822;-0.018305851;-0.000654272;0.001187943;-0.015937768;0.082607134;5.22E-08;-0.001721157;-0.020596133;-0.036469333;0.009334745;-7.42E-07
1;training;0.25;0.208856112;0.07634921;3.58E-05;0.140507682;-0.004406566;-0.000703562;0;0.021403663;0.021405512;0.158887714;0.000152818;0.001836572
1;training;0.75;-0.136290661;-0.002075222;0.000250589;0.291842046;0.011877193;0.016480847;0;0.264303437;0.052491712;0.072390964;0.000190105;-0.000175528
1;training;0.5;0.111455689;-0.093040556;-0.000105563;-0.022305618;0.001543185;-0.016595656;1.05E-07;0.007210023;-0.003330709;0.346279474;0.001409033;-0.001420673
1;prediction;0.5;-0.109397552;0.033233333;-0.000107361;-0.024989031;0.001081433;0.016480847;0;-0.004143546;-0.03131323;-0.135685066;-0.013200412;3.67E-08
0;training;0.75;-0.17084962;-0.064513777;-3.82E-05;-0.137890161;-0.007821248;0.000704113;-1.92E-14;-0.018794327;-0.006619491;-0.15088243;-0.000239293;-4.85E-05
0;training;0.5;-0.104127456;-0.021113912;0.000444006;-0.104293231;0.019085777;2.62E-14;0;-0.003979709;0.047290789;-0.159655417;-0.045230152;3.36E-10
