F (vij);prediction_trainig;F_ref;nirK2;ppx;ppk;nirS1;nirS3;nifH;pqqC;phoX;mmoX;naglu;nirK3;sga
1;training;0.25;0.14458974;-0.223439016;-0.000386611;-0.01344469;-0.057577876;-0.037186308;-0.000372148;0.010239853;-0.066260069;-0.170567258;-0.002052369;-0.004529027
1;training;0.25;0.024393919;0.069364948;-0.000154673;0.043074292;-0.006370846;0.001434907;0;0.001622206;0.003834754;0.017038112;0.000485879;3.91E-07
0;training;0.5;-0.028041845;-0.012415016;5.08E-05;-0.073013979;-0.001079002;4.19E-06;0;-0.001905221;-0.011007109;-0.16746812;-0.013390729;3.55E-09
1;prediction;0.25;-0.032550704;-0.080023852;0.167010274;0.024535436;-0.026413921;-1.14E-05;2.22E-16;-0.004329242;-0.051034709;0.005635315;3.76E-05;0.001076173
0;training;0.75;0.16518566;0.154470233;0.000293401;0.220665863;0.049869483;0.12532352;8.51E-09;0.012789845;0.018666891;0.218730281;0.033833422;0.000344263
0;training;0.75;-0.081770089;0.034311726;-4.09E-06;0.000530456;0.01496089;0.000496459;0;-0.001396507;0.03654626;-0.141723171;0.003442758;1.52E-14
1;training;0.75;-0.199060055;-0.063508952;6.98E-06;0.008046985;-0.018906053;0.000190092;-2.35E-11;-0.137657943;-0.035159362;-0.017530607;1.37E-05;-7.48E-09
0;prediction;0.5;0.046498409;-0.117503604;-4.98E-05;0.223133731;-0.013255103;0.000496458;-1.78E-05;0.020945021;-0.02157557;-0.121298365;0.00335159;-7.45E-05
0;training;0.75;0.028339638;0.228823407;-0.000665351;-0.013938831;-0.004843246;-1.03E-08;0.22913535;-0.000162239;0.014595147;0.102231331;0.000267353;0.14528509
0;training;0.5;-0.214434282;-0.129524974;-9.93E-05;-0.016976015;-0.004370146;0.000513851;0;-0.005092544;-0.018616015;-0.210061532;-0.000152814;-0.001836589
1;training;0.25;0.267993664;0.003977776;-0.000370641;0.274510922;-0.01411059;6.86E-09;-1.24E-09;-0.000264905;-0.062663072;0.157256821;0.000135667;3.06E-05
1;prediction;0.5;-0.024371385;0.095081486;-0.000370574;-0.013081672;-0.02328662;-0.019043135;2.61E-06;0.006997915;0.015077036;0.104661538;-0.05648352;0.003558743
0;training;0.5;0.052760694;0.009892144;0.000291637;0.041146286;0.022205486;0.079118818;-6.44E-15;0.011300813;0.029506333;0.050946187;0.039162665;-1.07E-10
1;training;0.75;-0.178395751;-0.202909894;-0.000122455;-0.030054601;-0.050231123;-0.051074559;-3.81E-09;-0.001421983;-0.023290101;-0.183748711;-0.095100042;-0.003794741
1;training;0.75;0.139108436;0.154310298;-2.08E-05;0.027755887;0.011376178;0.021937003;0.000147663;-0.001294675;0.009660906;0.134412399;0.007853559;-6.99E-08
1;prediction;0.5;-0.146093658;-0.071190187;0.000199348;-0.046151232;-0.007411761;8.67E-09;0;-0.005100139;-0.021786023;-0.081889379;-0.04522995;1.93E-10
1;training;0.25;-0.039775863;-0.168357445;0.000673516;-0.004771751;0.025608076;0.01145008;-0.229135497;0.000729164;0.001985836;0.038652162;0.002165615;-0.14527535
1;training;0.5;0.118383602;0.157460751;-0.000368059;-0.061313698;-0.029780262;-0.000645506;-2.69E-07;0.001828285;0.013725359;0.080555672;0.003423366;3.84E-05
1;training;0.25;-0.163973011;-0.178792778;-0.000188685;-0.005349848;-0.049842354;-0.157963151;-4.75E-07;-0.000389777;-0.090757722;-0.089716272;-0.07745907;-0.011278653
1;prediction;0.5;-0.22868678;0.112848563;-0.000370317;-0.007643043;0.034424661;0.074912165;-0.000963567;-0.023735232;0.013569755;-0.072660074;0.003318285;5.72E-06
1;training;0.5;-0.06233581;0.239650505;0.000199428;0.002559994;0.032269755;-0.035953443;2.55E-07;-0.039136449;0.023495883;0.200287916;0.0847259;-5.25E-08
1;training;0.25;-0.111552396;0.00835393;-0.000425599;-0.036467827;0.075071104;-0.20085205;-0.17172986;0.041086253;-0.040437197;-0.185390516;-0.004877268;-1.16E-07
0;training;0.5;0.036590722;0.061048896;0.000787368;0.055533267;0.032102195;0.018545347;-9.81E-09;0.000293096;0.055146585;-0.045200119;-0.023863578;-4.25E-05
0;prediction;0.25;0.141846248;-0.139232567;1.31E-05;0.048199139;0.009062911;-0.020409219;-0.019991398;-0.003418541;-0.018366592;-0.020377392;0.000244977;-0.005315918
0;training;0.5;-0.030946148;0.056900692;-0.166826893;-0.053026407;0.040329526;-0.001168543;-4.21E-08;0.000328582;0.009707146;-0.167343567;-0.02655638;-0.001672993
0;training;0.75;-0.04705304;0.045450353;0.000179626;0.011867559;-0.011330861;0.114848576;-0.001273017;-0.001347475;0.001918761;-0.000711668;0.074331304;-0.01114083
1;training;0.75;0.077459419;0.18559492;0.001353641;0.261960083;0.085004859;0.201774634;0;-0.01638948;0.116748265;0.153046866;0.000280668;0.000116214
0;prediction;0.25;0.128867515;0.159289605;7.05E-05;0.266575683;0.006017336;0.109862887;1.98E-05;0.075946093;0.041549615;0.175342859;0.028526719;0.001184994
1;training;0.5;0.050514441;0.020970979;-0.000213287;-0.011934876;-0.027136418;-0.18089131;-1.95E-13;0.018442606;-0.003476698;0.166517937;-0.007671473;-6.74E-07
0;training;0.25;-0.064263914;-0.068572841;0.000185815;0.063122298;-0.016055795;0.065277785;-0.001792279;-7.12E-05;-0.020345625;-0.102482278;9.34E-05;3.18E-06
1;training;0.25;-0.079064986;-0.205665608;-9.28E-05;-0.022968485;-0.025651757;-0.125127428;-8.51E-09;-0.127494568;-0.044255777;-0.132786096;-0.033777098;-0.000344263
0;prediction;0.5;-0.025813467;-0.245474642;0.000145504;0.000160473;-0.014726987;4.19E-06;-1.00E-07;-0.001693352;-0.031826236;-0.172515086;-0.000730749;-0.001853174
0;training;0.75;-0.10668969;0.061645157;0.000209966;0.037239715;0.012062819;0.12479051;-3.53E-07;-0.008188504;0.01819786;-0.076621182;0.028101646;0.000201903
1;training;0.75;-0.00670991;0.026222051;0.000623277;-0.014866082;0.012202371;5.10E-05;-0.019215386;-0.010978164;0.02750926;-0.122282608;-0.002787938;-3.90E-09
0;training;0.75;0.119906002;-0.010855034;0.000633395;-0.087162141;0.051068327;-0.01631309;-1.79E-10;-0.012317866;-0.002535666;-0.270655617;-5.48E-05;-8.19E-07
0;prediction;0.25;0.17671673;0.049186078;-0.000213927;-0.030613635;-0.000899011;-0.000221628;9.39E-05;0.00914004;0.021658584;0.093550062;1.55E-05;0.000549608
1;training;0.5;-0.025709661;0.026400089;-0.000156161;-0.001344117;0.014859761;2.03E-07;-0.000963569;-0.002553261;-0.014744123;-0.02851423;-0.008139575;5.50E-08
1;training;0.5;-0.01865413;0.108105141;0.000734642;0.049055631;0.029978475;-2.68E-09;-9.81E-09;-0.003929134;0.042135388;-0.002411745;-0.023807859;5.20E-06
1;training;0.5;0.056644407;0.078176721;-0.000257208;-0.114422292;0.014957817;-3.00E-15;2.04E-14;-0.003240885;-0.009321486;0.031008289;3.77E-05;-9.00E-09
0;prediction;0.75;0.098381985;-0.088510986;0.000827181;-0.02693723;-7.03E-05;-0.004241707;-4.27E-08;0.004722249;0.099683662;0.001864808;-5.52E-05;-1.52E-07
1;training;0.75;-0.066187555;0.01928385;0.000567973;0.037966116;0.02076762;0.00535895;-4.03E-08;0.00389488;0.111616935;0.087552539;0.001150322;3.37E-05
1;training;0.5;0.086165751;-0.124746037;-4.84E-05;0.002985507;-0.031659307;-0.080911275;-1.35E-12;0.001746939;-0.050205087;0.018904484;0.000747431;-2.00E-07
1;training;0.75;-0.223812144;-0.085900834;-2.75E-05;-0.010146094;-0.014755783;-0.092330736;0;-0.001421976;-0.058932644;-0.06132414;-0.023163112;-8.20E-07
0;prediction;0.5;-0.07441783;0.088176979;0.000105248;0.051439522;0.001872445;0.039788384;-1.87E-06;-0.024499235;-0.109708649;-0.130215595;-0.003123775;-0.000517062
1;training;0.5;0.321098581;-0.136806419;-0.000152416;0.114853748;-0.002180212;-0.002023384;-2.44E-15;0.009381914;-0.020287036;0.010761833;0.002002078;7.43E-08
0;training;0.75;0.048789392;0.087057017;-0.000593496;0.02997117;-0.006682278;5.88E-09;0.229135621;0.000682735;0.007923335;0.119283984;0.001559167;0.14528509
1;training;0.25;0.026565326;0.143798325;7.53E-05;-0.213106697;0.01291715;-0.021287355;1.78E-05;-0.021421528;0.180891678;0.091097932;0.000167594;7.45E-05
0;prediction;0.25;-0.134827094;0.186835979;-0.000238769;-0.016651109;0.109143071;-0.10410787;-0.17171946;0.040800146;-0.024507553;0.044546383;-0.004584232;3.50E-05
0;training;0.25;-0.149693686;0.157014641;6.93E-06;0.039914803;0.013287899;-0.019372205;0.01999144;0.023641379;0.121174116;0.149115878;0.000328172;0.005320099
1;training;0.75;0.161995748;-0.032407042;-0.000333759;-0.023759734;0.011426571;-1.17E-08;0;-0.001411157;0.057318621;-0.058388115;-0.001894657;-2.43E-06
0;training;0.5;-0.007558927;0.0822111;0.001115863;0.052794092;0.092845469;0.01854535;0;0.001298341;0.089855931;0.041763511;0.000183563;8.06E-07
1;prediction;0.5;0.12366017;-0.115681461;-0.000148697;0.071627963;-0.012766863;-5.32E-10;-1.59E-05;0.02222587;-0.006056259;0.020044411;0.002269226;0.000442581
1;training;0.25;0.188824222;-0.046693158;-0.001433184;-0.052890321;-0.044277956;-0.044960023;0;0.001688624;-0.02478128;0.001679508;0.006502398;-5.00E-06
1;training;0.5;-0.192148128;0.026542118;-0.000277941;-0.002882746;-0.021251754;-0.00599911;1.78E-09;-0.02220858;0.006215277;-0.043137408;0.011691745;5.87E-06
1;training;0.25;0.060515221;0.032991485;-0.000120876;0.071294459;0.02871967;5.10E-05;0;-0.008691819;0.142944345;0.001107702;0.002000478;7.22E-08
0;prediction;0.25;0.002029712;0.022150099;-0.337410027;-0.043498746;-0.174406433;-0.078069378;0;-0.337390528;-0.314625533;-0.26010668;-0.037200335;1.80E-10
1;training;0.75;0.176844524;0.034890021;0.000609351;0.006422393;0.02958813;0.038634093;-5.20E-08;0.000774496;0.117612894;-0.115902195;-0.00204625;5.24E-08
1;training;0.25;-0.022225198;-0.199913068;0.000362507;-0.022514754;-0.00994951;-5.88E-09;-0.229135621;0.001853601;-0.021465621;-0.054693527;-0.00173415;-0.14526269
1;training;0.25;0.178821826;0.074315526;1.12E-05;0.242906317;-0.012397956;-2.58E-07;2.22E-16;0.07920517;0.026778968;0.088957866;0.000186483;9.77E-15
0;prediction;0.5;0.098791027;-0.19483653;0.00088787;-0.060461525;0.03936307;-0.143131913;-1.22E-08;-0.00038891;-0.02277407;-0.228543439;-0.05095164;-3.49E-07
1;training;0.5;-0.254999862;-0.029959786;-8.28E-05;-0.333934932;-0.00064984;-5.51E-07;2.41E-10;-0.006317438;0.00325166;0.104614826;-0.000152817;-0.001819989
1;training;0.5;0.08974269;-0.184688237;0.000696168;0.001262517;0.047230307;-0.049288739;-1.22E-08;-0.05833596;-0.028319386;3.59E-05;-0.050114514;-3.50E-07
0;training;0.75;-0.074424246;-0.083135434;-0.000120773;-0.100803874;-0.013871246;-0.056749004;-1.07E-13;-0.02267672;-0.114365458;-0.147902757;-0.154287158;-0.002632387
1;prediction;0.5;-0.218291433;-0.001664563;-0.000196133;-0.012323251;0.003314195;1.17E-08;-0.000963569;-0.002229115;-0.068414563;-0.096993635;-0.006496573;2.08E-06
1;training;0.75;0.324653387;-0.063633159;0.000695399;-0.005188972;0.014171146;-0.125895617;-5.22E-08;0.002490103;0.041419416;-0.007895521;-0.00933559;3.00E-09
0;training;0.25;-0.143923046;0.080609062;-2.74E-05;-0.295649117;0.011183823;-0.000496201;0;-0.080413466;-0.010259269;-0.01973983;-0.004210089;-1.52E-14
0;training;0.5;-0.08630157;0.145617968;-0.000105328;-0.022086875;-0.002354812;-0.000610156;3.95E-09;-4.94E-05;0.011995861;-0.012810709;-5.69E-05;0.003100694
1;prediction;0.75;0.14357682;-0.167665327;-0.001546741;-0.032552168;-0.058361445;-0.01470974;-0.008352051;0.051048153;-0.01365445;-0.084310771;0.006629443;2.53E-09
0;training;0.5;0.196557102;0.006777415;0.000248794;-0.021823572;0.006036088;-0.000641316;-3.37E-07;-0.00023543;-0.004054739;0.009047249;-2.76E-06;-1.12E-07
1;training;0.5;-0.078497491;0.032040977;-0.000308418;-0.222172166;0.012235377;0;0;0.00033872;-0.042715297;-0.1225459;-1.06E-08;1.69E-07
1;training;0.25;-0.010506873;0.143798381;-0.000247558;0.018266422;-0.000516458;0.074397763;1.78E-09;-0.017071548;0.014304875;0.16693717;0.011711641;6.07E-06
0;prediction;0.5;0.058081785;-0.00315303;-0.239354634;0.00715278;0.030239162;0.036894011;0;0.001877009;0.006494748;-0.134833328;-0.000136918;-0.001835179
1;training;0.25;0.100451346;-0.129510159;3.65E-05;-0.162982288;-0.002393481;-0.020416178;-0.01997364;-0.021368014;-0.005409208;-0.038944694;0.000526377;-0.005245618
1;training;0.25;-0.075260302;0.088136452;-0.000176449;-0.036445345;0.100208464;-0.20084391;-0.17172986;0.040144369;-0.056492065;-0.116655378;-0.004837798;0.001077967
1;training;0.5;0.045125951;0.08414325;0.000125366;0.063664446;0.002773856;0.001188043;4.21E-08;0.00056696;0.029456835;0.141357288;0.025852563;0.001674589
1;prediction;0.5;0.265825332;-0.092542614;-0.001052755;0.126378993;-0.02765819;-0.002074384;-2.22E-15;0.018960781;-0.018997546;0.054241342;0.000978901;4.43E-05
1;training;0.25;0.09804969;-0.171862631;-0.000204045;-0.133106831;-0.014541922;-0.157963163;-4.75E-07;-0.201621799;-0.014619832;-0.121448483;-0.079355857;-0.011236883
1;training;0.5;0.069458402;-0.056917476;-0.000293852;-0.00911417;0.007797397;-1.93E-07;3.22E-15;0.001531337;0.00560005;-0.183549228;-4.65E-05;-4.08E-07
1;training;0.75;0.190690792;0.06604526;-0.000106758;-0.048654225;0.040055543;0.070084428;0;-0.015004658;0.065111496;-0.02140794;-0.001823587;-2.42E-06
1;prediction;0.25;0.013497672;0.154171374;-0.00059635;-0.103185206;-0.008646347;-0.000496459;3.44E-05;-0.000905702;0.016062908;0.227399541;-0.003767764;0.001779006
1;training;0.75;0.042129535;0.245419845;0.000586951;0.011878895;0.065063965;0;0.001504984;8.99E-06;0.00906835;-0.048033923;0.036805899;0.011709144
0;training;0.75;0.204738693;0.007324813;-0.105955762;0.016811488;0.013550431;-0.034914795;-0.008352051;0.054659187;0.036564127;0.018665857;0.000313118;0.014951226
1;training;0.25;0.15379556;0.01554136;3.32E-05;0.058761262;-0.036286821;-6.71E-05;-0.001791366;-0.067098135;-0.01365337;0.03570019;0.013864039;0.002786044
1;prediction;0.5;-0.060966572;0.23380668;0.000434764;0.047941188;0.035882225;0.188947855;0.015383955;-0.009057591;0.060832737;0.014052815;-0.02376571;-3.95E-05
1;training;0.5;-0.097766075;-0.201613945;0.000639076;-0.038637953;0.033326982;-0.142490597;3.25E-07;-0.00015348;-0.018719331;-0.237590688;-0.05094888;-2.37E-07
1;training;0.25;0.231154178;-0.134464694;-0.000975322;0.018494409;-0.016746795;-0.009577346;0.019215386;0.004564938;-0.049794522;-0.073831887;0.003893526;6.06E-08
0;training;0.75;0.090455715;0.087260653;0.000247167;0.228937482;0.060250762;2.16E-07;3.28E-10;0.019628955;0.088839277;0.167147777;9.75E-05;7.37E-06
0;prediction;0.5;0.06754338;-0.166664716;-0.000169364;0.005237763;-0.01616848;-0.027549283;-1.92E-08;0.00700642;-0.029759579;0.119125292;0.001707857;-0.001430413
1;training;0.5;0.008272106;0.047269924;-0.000186339;-0.006047647;0.002027679;-5.51E-07;1.15E-14;0.000920654;-0.039011407;0.038077541;-3.85E-05;-0.00021282
1;training;0.5;0.030356431;0.086416025;0.000141786;0.006990342;-0.005605873;-0.07008444;2.22E-16;0.014849257;0.013518417;0.035278258;0.000113283;-7.68E-09
1;training;0.25;-0.175203829;-0.114450198;-0.000441319;0.250745939;-0.024884361;0;5.20E-08;0.002322371;-0.10785164;0.075704607;0.009874015;-2.06E-08
0;prediction;0.5;-0.04468389;0.119098695;0.000143605;0.003651085;0.015096076;0.003783636;0.001180864;-0.028165327;0.025856406;-2.89E-05;0.040310298;0.000182392
1;training;0.75;0.09320809;-0.006703167;7.25E-05;0.259201898;0.010335942;7.34E-05;0;0.017305445;0.062315409;0.025234338;0.000135372;2.88E-11
0;training;0.75;-0.05269752;-0.021164686;8.69E-05;-0.10176552;0.022798837;-0.001204059;0;-0.014691978;-0.012231563;-0.059213644;-0.000313024;-3.95E-07
0;training;0.5;-0.298103286;-0.108104905;-0.000135771;-0.003829889;-0.003812992;-0.183732073;4.09E-08;-0.000372606;0.01889714;0.139119642;0.015307404;-0.001107683
1;prediction;0.25;0.151492104;-0.1785052;-0.000171333;0.000418301;-0.011256844;0.049668261;-0.01999144;-0.016480546;-0.023983496;-0.126303281;-0.000258922;-0.00532011
0;training;0.75;0.137223952;0.043442867;0.000608228;0.171749762;0.055588417;1.10E-14;0;0.016632256;0.110070882;0.05488086;-1.39E-10;3.36E-10
1;training;0.25;0.056339852;-0.118433349;-0.000791266;0.203106295;-0.065398213;0;-1.23E-13;0.002708521;-0.060811674;0.030922015;-7.75E-08;-2.07E-08
1;training;0.5;0.124227838;0.140371309;-0.000186734;-0.041983449;0.028808364;0.028204958;0.113541345;0.019585245;0.004249608;0.057315077;-0.011576539;0.000821195
1;prediction;0.25;0.210470086;-0.09792852;-0.000971653;0.032192165;-0.022107315;-0.017202811;0.01921534;0.003128285;-0.056776119;0.150604581;0.004725516;7.74E-08
0;training;0.25;-0.030891614;-0.168169097;0.000286498;-0.00150689;0.00619287;0.01854535;-6.05E-08;0.000143192;-0.00123822;-0.155342673;-0.045533298;-0.020612737
1;training;0.25;-0.125493979;0.074028302;-0.000196915;-0.054709989;-0.005326741;0.017051464;1.13E-10;-0.002576982;0.014669083;-0.006678834;-0.004168189;3.87E-07
0;training;0.5;-0.184005026;0.208554505;-0.000248193;-0.081998655;-0.006108554;0.006735758;0.012281691;-0.019752984;0.029061986;-0.028516685;-0.004489514;9.73E-07
1;prediction;0.75;-0.230073348;-0.116148255;-0.000258491;-0.268984133;-0.062049691;-6.86E-09;0;-0.01631756;-0.053916679;-0.170492553;-0.000135667;-3.06E-05
1;training;0.5;0.133778926;-0.215279201;0.000164957;0.003095774;-0.042100948;-0.103117123;-0.113541347;0.004301807;-0.021146299;-0.003187863;-0.000123606;-0.000804865
1;training;0.25;0.043992652;0.063813656;-9.10E-05;0.008457071;0.030479718;0.043114587;0.001273492;-0.00014427;0.017855544;0.132642819;0.005020223;0.022262344
0;training;0.75;-0.022241848;0.040283877;-2.74E-06;-0.108651364;0.000861854;-2.82E-05;-2.35E-11;-0.000307594;0.003909024;0.191838684;-2.18E-05;8.69E-06
1;prediction;0.25;-0.069010602;-0.024571196;-0.000123186;0.215548827;-0.03126387;1.31E-06;3.51E-09;-0.002382473;0.016388332;0.103712093;4.41E-06;9.08E-05
0;training;0.75;-0.055812071;-0.252821992;-2.68E-05;-0.173487213;-0.01415163;-0.035092862;-0.008352051;0.045136408;0.015623176;-0.129042719;-8.56E-06;-1.54E-09
1;training;0.25;-0.003566116;0.028462023;8.43E-05;-0.311845396;0.078569115;-0.06857444;-0.001357447;-0.293606578;0.00640837;-0.213106491;-0.028231565;-1.17E-05
1;training;0.25;0.003148157;0.075956338;-3.56E-05;0.108721611;0.021001443;0.080911275;1.35E-12;0.002165321;0.00266524;0.129254765;1.99E-05;2.00E-07
1;prediction;0.5;-0.041065133;-0.059538635;0.000117458;0.0102208;0.014337471;0.080911275;1.34E-12;-0.000876166;0.02848499;-0.038064495;-9.44E-05;-0.001623569
0;training;0.5;-0.149116948;-0.036522317;-0.000132787;-0.149221337;-0.025042778;-0.080911275;-1.35E-12;-0.012899992;-0.037149405;-0.149613829;-1.99E-05;-1.93E-07
1;training;0.5;-0.022856465;-0.038539584;0.000130453;-0.000680852;0.021256303;7.77E-16;-9.13E-07;0.071579283;-0.027787154;0.006036307;-0.013791919;-0.001164095
0;training;0.5;-0.176066036;0.076481196;-0.000172307;-0.296893451;0.050161821;2.58E-07;-0.000963569;-0.081589686;-0.016563618;-0.172081183;-0.00839336;-3.54E-07
0;prediction;0.5;-0.03552061;0.121623217;2.78E-05;-0.26797718;0.022632129;-0.000218292;1.24E-09;0.135055738;0.033638741;-0.066095998;-5.72E-05;4.00E-14
1;training;0.5;0.008519721;-0.19900033;2.65E-05;0.008123345;-0.026755055;0.014654586;-0.000147663;0.013833202;-0.018285572;-0.139739842;-2.57E-05;5.15E-08
1;training;0.75;0.176539316;0.088404286;0.000175091;0.00077228;0.048224884;-1.17E-08;1.92E-14;-0.001951361;0.071509437;0.059452639;-0.001657494;4.61E-05
1;training;0.5;0.024720205;-0.225686836;-0.000137161;-0.240362774;-0.046843665;0;-1.00E-07;-0.293013742;-0.054628605;-0.237901624;-0.00073075;-0.001846348
0;prediction;0.75;0.08393837;0.07296844;-0.33615157;0.235648279;-0.11139472;0.00104944;0;-0.336352502;-0.189549458;-0.017896297;0.002317763;-1.69E-07
1;training;0.75;-0.080376876;-0.201175038;-0.000218511;0.022435578;-0.005026665;-0.034970119;-0.008352048;0.051471676;0.010532566;-0.074002378;0.008196158;3.19E-07
1;training;0.25;-0.235792704;0.053911217;-0.000588459;0.109663803;-0.001910384;0.125895617;5.22E-08;0.001523618;-0.024598584;0.021777004;0.009335607;-1.79E-10
1;training;0.25;0.205214112;-0.082565934;2.35E-06;-0.019765016;0.00101642;-0.000221628;0;-0.194149674;0.016590857;0.011306003;-1.38E-08;4.41E-05
0;prediction;0.5;-0.074156182;-0.035933338;3.52E-06;-0.097197741;-0.004704575;-0.143945049;-1.02E-14;-0.024016939;-0.095173032;-0.077149508;-0.012879779;-0.001121964
1;training;0.25;0.082330185;0.00953195;0.000776496;0.152860832;-0.000461493;0.055741235;0.0481327;0.012297368;-0.003689883;0.128292243;0.000827686;0.016884615
0;training;0.75;-0.047760896;-0.019935942;0.001222245;0.268768225;0.066263244;0.021287356;1.32E-14;0.000218154;-0.0491553;0.122497861;0.000690905;-1.69E-07
1;training;0.25;0.018532646;0.106524895;0.337526448;0.043884608;0.193551942;0.095487948;1.07E-13;0.335552483;0.319886386;0.269223663;0.151973345;0.002632406
1;prediction;0.5;0.105469559;0.03469977;0.00058007;0.027075908;0.032194968;0;0;0.00396202;0.032606012;0.010485802;-2.11E-06;3.16E-09
1;training;0.5;0.079743442;0.052559907;-0.000699873;-0.108822419;-0.054293805;-0.028045742;0.000126829;0.007258351;0.002018792;0.255539065;0.01431556;-0.000467784
1;training;0.25;0.199154201;-0.094346115;9.40E-05;0.31477792;-0.013946551;-0.003649646;-0.001969989;0.061393978;-0.007492707;-0.009820358;0.00022466;-4.40E-11
1;training;0.5;-0.062131576;-0.144011349;-0.00026475;-0.03349616;-0.062722694;-0.023978197;-0.000147659;0.008353862;-0.011658494;0.004169839;-0.007849095;9.08E-05
1;prediction;0.5;-0.137566637;-0.039605509;0.000202586;-0.004695696;0.019982351;0.028045742;-8.57E-06;-0.008203866;0.007396583;-0.307069972;-0.139947306;-0.027046312
1;training;0.5;0.155784663;-0.016323131;-0.001279077;-0.006875207;-0.037615546;0.002836939;-1.13E-10;0.000239008;-0.033181627;0.025022749;0.006596103;-3.83E-07
1;training;0.25;0.226547173;-0.201882666;-0.000165523;0.1564957;-0.012814629;-0.000130159;0.019215379;0.012340713;-0.065474048;0.05451522;0.004716216;-0.000388654
1;training;0.75;-0.207264068;0.108340028;-0.000201001;-0.054179533;0.009634149;0.017547923;1.13E-10;-0.003973489;0.051215343;-0.148402005;-0.000725431;3.87E-07
1;prediction;0.75;-0.102605139;-0.22887635;-0.000434716;-0.058204827;-0.060386765;-0.073257731;-3.81E-09;-0.000284589;-0.010440703;-0.156553198;-0.095104218;-0.00379468
1;training;0.25;-0.006918535;-0.113744406;0.000188944;-0.011156752;-0.007955336;-0.080263333;-1.04E-05;-0.000640525;-0.029629934;-0.196299235;-0.000104839;-3.51E-05
1;training;0.5;0.064459851;-0.118209756;-9.26E-05;0.21065414;-0.005668902;0.093847363;-1.78E-05;-0.038154388;-0.025306648;0.106095143;-2.14E-05;-7.45E-05
0;training;0.25;0.090817444;0.038740633;2.55E-05;0.019368922;0.016063249;0.037619565;1.66E-05;0.001022211;0.008601417;-0.120066934;-0.000733315;3.46E-07
1;prediction;0.75;0.039625139;0.011417717;-2.84E-05;0.212636873;0.04097351;0.000102283;3.07E-09;0.021002108;-0.003778129;0.096581701;0.008203842;3.21E-07
1;training;0.5;-0.20113023;0.001066359;0.000122322;-0.048384791;0.007688736;0.01635988;-4.20E-08;-0.003171706;-0.005812019;-0.234081827;-0.02651853;-0.001674516
0;training;0.5;-0.261928648;-0.000432431;0.000327254;-0.015451178;0.012283961;0.000514392;-3.22E-15;-0.00564176;0.008408953;-0.027533786;-0.000207277;-5.54E-10
1;training;0.5;-0.217783461;0.012608966;-0.000196371;-0.037788377;-0.011532569;0.016548128;1.79E-10;-0.003368221;0.032250297;0.074074959;-0.045002447;8.19E-07
0;prediction;0.75;0.054303612;0.125667183;0.000453994;-0.075280808;0.051916186;0.039714984;0;-0.021375822;-0.057427452;0.047209781;-0.000131422;1.90E-08
1;training;0.75;-0.060576135;-0.036090849;0.000114058;-0.178386567;-0.040450599;-0.00055521;-3.62E-07;0.001149648;-0.017697843;-0.238617236;-0.005732572;-0.00014236
0;training;0.75;-0.218024484;-0.237368927;1.51E-05;-0.204464408;-0.012361162;-0.073255991;-3.81E-09;-0.009002957;-0.014946297;-0.204880981;-0.095104492;-0.003794742
1;training;0.75;0.120111231;-0.153474584;-0.000332979;-0.035173901;-0.01619759;-0.055871394;-0.048132707;8.44E-05;-0.021595268;-0.093537915;-0.000889986;-0.017250947
1;prediction;0.5;-0.058592933;0.060812707;0.000197843;-0.018147399;0.010799824;0.00516287;-5.22E-15;0.083626644;0.00202706;0.003389447;3.48E-05;-8.89E-09
1;training;0.25;-0.004514202;-0.100409482;6.65E-05;-0.060641372;0.003286202;-0.157962898;-4.75E-07;-0.001825034;-0.03281035;-0.117696624;-0.079355857;-0.011281083
1;training;0.25;0.29926852;0.014325629;-0.000213665;0.328732189;-0.037475908;-0.01582019;-0.001969076;-0.007763333;-0.003569299;0.126914565;0.013906239;0.002787863
0;training;0.25;-0.142167704;0.195631501;0.000103932;-0.007232278;0.118116913;-0.153655139;-0.17171326;0.041294598;-0.014461149;-0.075015781;-0.004716223;2.48E-07
1;prediction;0.25;0.143195901;0.036946263;0.000257436;0.07376134;-0.003762774;0.073190631;-0.001792275;0.004708652;-0.000902982;0.059346263;0.095062292;0.003792922
1;training;0.5;-0.12755782;0.143607185;0.000143203;-0.005095882;0.031480308;0.187759815;0.015383923;-0.008727437;0.00761547;-0.096138076;-0.026278988;-0.001671103
1;training;0.25;-0.08288702;0.05313385;-0.000621849;-0.109932045;-0.045821744;-0.043288483;6.84E-08;0.000182334;0.0126032;0.018512377;0.003425274;3.78E-05
0;training;0.75;-0.006454433;0.161409158;0.000137654;-0.122553777;0.049161568;0.01579799;0.001969989;-0.040373657;0.007077689;0.095861703;-8.76E-07;6.51E-10
1;prediction;0.75;-0.129220177;-0.106201515;1.18E-05;-0.011459502;0.006348153;0.107633595;-3.81E-09;-0.021361195;-0.0243947;-0.117579339;-0.083229093;-0.003794019
0;training;0.25;0.047224184;-0.142855859;-5.64E-05;-0.106634472;-0.023111603;-0.047196911;-1.66E-05;-0.000260046;-0.010190868;-0.113770416;-0.000163175;-3.64E-07
1;training;0.5;-0.152977787;0.01059603;0.000295249;0.002354232;0.032439255;0.002042504;-4.44E-15;-0.002226114;0.026343149;-0.134510456;-0.000355397;7.08E-08
